"ITTER107"	"Territorio"	"TIPO_DATO_CENS_POP"	"Tipo dato"	"SEXISTAT1"	"Sesso"	"ETA1"	"Classe di età"	"TIME"	"Seleziona periodo"	"Value"	"Flag Codes"	"Flags"
"108004"	"Arcore"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	17876		
"066005"	"Ateleta"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1114		
"001015"	"Bairo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	797		
"013022"	"Beregazzo con Figliaro"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2746		
"008010"	"Borgomaro"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	826		
"030013"	"Buja"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	6440		
"013034"	"Bulgarograsso"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	4013		
"023015"	"Bussolengo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	20463		
"092011"	"Capoterra"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	22477		
"017038"	"Capriolo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	9328		
"060018"	"Casalvieri"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2523		
"060020"	"Castelliri"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3306		
"065038"	"Celle di Bulgheria"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1798		
"043011"	"Cessapalombo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	457		
"014020"	"Chiuro"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2515		
"026017"	"Cimadolmo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3398		
"013101"	"Figino Serenza"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	5088		
"065052"	"Fisciano"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	13762		
"026030"	"Fregona"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2843		
"077009"	"Garaguso"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1026		
"013107"	"Gera Lario"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1037		
"080038"	"Gioia Tauro"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	19494		
"001116"	"Givoletto"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3959		
"091104"	"Lodine"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	323		
"103038"	"Loreglia"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	224		
"030051"	"Lusevera"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	606		
"097045"	"Malgrate"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	4284		
"070041"	"Montagano"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1040		
"065075"	"Monte San Giacomo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1491		
"046021"	"Montecarlo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	4400		
"005076"	"Montegrosso d'Asti"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2313		
"015158"	"Noviglio"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	4504		
"015159"	"Opera"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	13963		
"002090"	"Palazzolo Vercellese"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1145		
"018108"	"Pancarana"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	308		
"063053"	"Piano di Sorrento"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	12783		
"019074"	"Pieve d'Olmi"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1265		
"067035"	"Pineto"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	14889		
"013186"	"Pognana Lario"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	689		
"014052"	"Ponte in Valtellina"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2235		
"006141"	"Quargnento"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1364		
"001212"	"Ribordone"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	49		
"083073"	"Roccavaldina"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1038		
"083076"	"Rometta"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	6462		
"026069"	"Roncade"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	14609		
"026071"	"San Biagio di Callalta"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	12950		
"020057"	"San Giorgio Bigarello"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	11777		
"037055"	"San Pietro in Casale"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	12627		
"003135"	"San Pietro Mosezzo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1891		
"075072"	"Santa Cesarea Terme"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2935		
"040043"	"Santa Sofia"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	4094		
"023078"	"Sant'Anna d'Alfaedo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2539		
"037057"	"Sasso Marconi"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	14826		
"053028"	"Semproniano"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1006		
"015209"	"Sesto San Giovanni"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	81706		
"071056"	"Torremaggiore"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	16767		
"012127"	"Tradate"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	18727		
"001279"	"Traves"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	528		
"019109"	"Trescore Cremasco"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2793		
"016223"	"Valbondione"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1011		
"004243"	"Vignolo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2600		
"022232"	"Valdaone"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1166		
"013254"	"Centro Valle Intelvi"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3521		
"071001"	"Accadia"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2253		
"015010"	"Arluno"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	12224		
"064006"	"Atripalda"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	10710		
"091003"	"Atzara"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1088		
"022007"	"Avio"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	4117		
"054002"	"Bastia Umbra"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	21472		
"082009"	"Belmonte Mezzagno"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	11088		
"042005"	"Belvedere Ostrense"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2155		
"024016"	"Bressanvido"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3197		
"036005"	"Carpi"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	72369		
"019020"	"Casaletto Vaprio"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1817		
"064021"	"Cassano Irpino"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	910		
"055009"	"Castel Giorgio"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2095		
"082023"	"Casteldaccia"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	11480		
"033012"	"Castell'Arquato"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	4567		
"098014"	"Castiglione d'Adda"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	4617		
"017046"	"Cazzago San Martino"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	11050		
"082029"	"Chiusa Sclafani"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2683		
"005038"	"Chiusano d'Asti"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	230		
"023030"	"Costermano sul Garda"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3868		
"069033"	"Fossacesia"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	6237		
"037027"	"Gaggio Montano"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	4856		
"004097"	"Gorzegno"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	265		
"054025"	"Lisciano Niccone"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	593		
"028046"	"Loreggia"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	7593		
"078078"	"Marzi"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	959		
"003097"	"Mezzomerico"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1226		
"083056"	"Montagnareale"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1483		
"023049"	"Montecchia di Crosara"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	4308		
"065085"	"Orria"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1020		
"017132"	"Paitone"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2122		
"081014"	"Pantelleria"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	7496		
"082054"	"Partinico"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	30917		
"026057"	"Pieve di Soligo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	11858		
"003121"	"Pombia"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2120		
"004172"	"Pontechianale"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	167		
"008045"	"Pontedassio"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2307		
"029052"	"Porto Viro"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	14082		
"001206"	"Prascorsano"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	733		
"069072"	"Ripa Teatina"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	4011		
"001218"	"Rivarossa"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1571		
"078113"	"San Cosmo Albanese"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	601		
"018134"	"San Damiano al Colle"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	640		
"020060"	"Schivenoglia"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1127		
"018148"	"Semiana"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	203		
"014059"	"Sernio"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	487		
"005106"	"Settime"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	520		
"079134"	"Sorbo San Basile"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	785		
"006168"	"Strevi"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1896		
"016210"	"Taleggio"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	546		
"075087"	"Trepuzzi"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	14076		
"014074"	"Val Masino"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	876		
"007068"	"Valgrisenche"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	196		
"102045"	"Vallelonga"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	730		
"024113"	"Valli del Pasubio"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3060		
"077030"	"Valsinni"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1416		
"018173"	"Vellezzo Bellini"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3328		
"001309"	"Vinovo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	15102		
"022233"	"Dimaro Folgarida"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2108		
"028107"	"Borgo Veneto"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	6970		
"012133"	"Varese"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	80724		
"065004"	"Alfano"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	952		
"006004"	"Alfiano Natta"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	744		
"016011"	"Arcene"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	4817		
"022006"	"Arco"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	17933		
"022011"	"Bedollo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1483		
"004017"	"Bellino"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	102		
"065158"	"Bellizzi"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	13461		
"012013"	"Besozzo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	8834		
"022015"	"Bieno"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	435		
"016029"	"Boltiere"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	6172		
"016037"	"Brembate"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	8504		
"013030"	"Brienno"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	327		
"009017"	"Calizzano"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1437		
"027004"	"Camponogara"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	13238		
"087012"	"Camporotondo Etneo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	5049		
"016051"	"Capriate San Gervasio"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	8118		
"016055"	"Carobbio degli Angeli"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	4760		
"033011"	"Carpaneto Piacentino"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	7604		
"006036"	"Cartosio"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	724		
"012036"	"Casale Litta"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2709		
"045004"	"Casola in Lunigiana"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	990		
"060019"	"Cassino"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	36201		
"023020"	"Castagnaro"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3656		
"076027"	"Cersosimo"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	588		
"075021"	"Collepasso"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	5775		
"016082"	"Corna Imagna"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	933		
"022071"	"Dambel"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	428		
"003062"	"Dormelletto"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2527		
"043016"	"Esanatoglia"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1934		
"013102"	"Fino Mornasco"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	9779		
"036013"	"Fiorano Modenese"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	17135		
"041016"	"Fratte Rosa"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	917		
"004096"	"Genola"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2584		
"080045"	"Marina di Gioiosa Ionica"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	6316		
"073013"	"Martina Franca"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	47813		
"001146"	"Mathi"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3879		
"017107"	"Mazzano"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	12398		
"010035"	"Mignanego"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3562		
"095028"	"Mogorella"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	430		
"065069"	"Moio della Civitella"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1861		
"036024"	"Montecreto"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	916		
"079081"	"Montepaone"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	5475		
"031013"	"Moraro"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	713		
"099011"	"Morciano di Romagna"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	7100		
"056040"	"Onano"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	971		
"062045"	"Paduli"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3819		
"004159"	"Pamparato"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	285		
"054040"	"Piegaro"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3521		
"083068"	"Piraino"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3850		
"063055"	"Poggiomarino"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	21880		
"026058"	"Ponte di Piave"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	8271		
"009051"	"Pontinvrea"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	833		
"006140"	"Predosa"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1947		
"061071"	"Roccaromana"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	825		
"004195"	"Roddino"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	417		
"002121"	"Rossa"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	176		
"015189"	"Rozzano"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	41647		
"030101"	"San Giovanni al Natisone"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	6086		
"061077"	"San Marcellino"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	14330		
"095046"	"San Nicolò d'Arcidano"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2540		
"092066"	"Sarroch"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	5193		
"001284"	"Val della Torre"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3964		
"012131"	"Valganna"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1563		
"103075"	"Villadossola"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	6371		
"108050"	"Vimercate"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	25959		
"095075"	"Zerfaliu"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1021		
"090062"	"Aglientu"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1183		
"018004"	"Albuzzano"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	3585		
"016007"	"Almenno San Salvatore"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	5660		
"060004"	"Alvito"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2558		
"037001"	"Anzola dell'Emilia"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	12370		
"069002"	"Archi"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	2098		
"062005"	"Arpaia"	"RESPOP_AV"	"popolazione residente"	"T"	"totale"	"TOTAL"	"totale"	"2019"	"2019"	1994		
